page,card_index,year,date,title,paper_type,landing_page_url,open_access_marker,clinical_filter,screen_status,screen_reasons
101,7,2018,2018-05-14,Elevated prenatal anti-Müllerian hormone reprograms the fetus and induces polycystic ovary syndrome in adulthood,Article,https://www.nature.com/articles/s41591-018-0035-5,no,matched_token:therapy,excluded,no_publisher_open_access_marker
101,8,2018,2018-05-07,ARID1A deficiency promotes mutability and potentiates therapeutic antitumor immunity unleashed by immune checkpoint blockade,Letter,https://www.nature.com/articles/s41591-018-0012-z,no,matched_token:therapeutic,excluded,not_article_type;no_publisher_open_access_marker
101,9,2018,2018-05-07,PM20D1 is a quantitative trait locus associated with Alzheimer’s disease,Letter,https://www.nature.com/articles/s41591-018-0013-y,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
101,10,2018,2018-05-07,Antidepressive effects of targeting ELK-1 signal transduction,Letter,https://www.nature.com/articles/s41591-018-0011-0,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
101,11,2018,2018-05-07,Adrenergic nerve degeneration in bone marrow drives aging of the hematopoietic stem cell niche,Article,https://www.nature.com/articles/s41591-018-0030-x,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
101,12,2018,2018-05-07,MC4R agonism promotes durable weight loss in patients with leptin receptor deficiency,Brief Communication,https://www.nature.com/articles/s41591-018-0015-9,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
101,13,2018,2018-04-30,Carboplatin in BRCA1/2 -mutated and triple-negative breast cancer BRCAness subgroups: the TNT Trial,Article,https://www.nature.com/articles/s41591-018-0009-7,no,matched_token:trial,excluded,no_publisher_open_access_marker
101,14,2018,2018-04-30,Determinants of response and resistance to CD19 chimeric antigen receptor (CAR) T cell therapy of chronic lymphocytic leukemia,Letter,https://www.nature.com/articles/s41591-018-0010-1,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
101,15,2018,2018-04-30,Molecular subtypes of diffuse large B cell lymphoma are associated with distinct pathogenic mechanisms and outcomes,Resource,https://www.nature.com/articles/s41591-018-0016-8,no,matched_token:outcomes,excluded,not_article_type;no_publisher_open_access_marker
101,16,2018,2018-04-23,Mechanisms and clinical activity of an EGFR and HER2 exon 20–selective kinase inhibitor in non–small cell lung cancer,Article,https://www.nature.com/articles/s41591-018-0007-9,no,matched_token:clinical,excluded,no_publisher_open_access_marker
101,17,2018,2018-04-23,Clonal CD4 + T cells in the HIV-1 latent reservoir display a distinct gene profile upon reactivation,Letter,https://www.nature.com/articles/s41591-018-0017-7,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
101,18,2018,2018-04-23,Transcript-indexed ATAC-seq for precision immune profiling,Letter,https://www.nature.com/articles/s41591-018-0008-8,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
101,19,2018,2018-04-16,Targeting sphingosine-1-phosphate lyase as an anabolic therapy for bone loss,Article,https://www.nature.com/articles/s41591-018-0005-y,no,matched_token:therapy,excluded,no_publisher_open_access_marker
101,20,2018,2018-04-16,Differential glucose requirement in skin homeostasis and injury identifies a therapeutic target for psoriasis,Article,https://www.nature.com/articles/s41591-018-0003-0,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
102,1,2018,2018-04-16,A single injection of crystallizable fragment domain–modified antibodies elicits durable protection from SHIV infection,Article,https://www.nature.com/articles/s41591-018-0001-2,yes,matched_token:vaccine,eligible,
102,2,2018,2018-04-16,Potent antitumor efficacy of anti-GD2 CAR T cells in H3-K27M + diffuse midline gliomas,Letter,https://www.nature.com/articles/s41591-018-0006-x,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,3,2018,2018-04-16,Stimulation of entorhinal cortex–dentate gyrus circuitry is antidepressive,Article,https://www.nature.com/articles/s41591-018-0002-1,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,4,2018,2018-04-09,Gain of toxic apolipoprotein E4 effects in human iPSC-derived neurons is ameliorated by a small-molecule structure corrector,Article,https://www.nature.com/articles/s41591-018-0004-z,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,5,2018,2018-03-26,Targeting hepatic glutaminase activity to ameliorate hyperglycemia,Letter,https://www.nature.com/articles/nm.4514,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,6,2018,2018-03-26,Combinatorial inhibition of PTPN12-regulated receptors leads to a broadly effective therapeutic strategy in triple-negative breast cancer,Letter,https://www.nature.com/articles/nm.4507,no,matched_token:therapeutic,excluded,not_article_type;no_publisher_open_access_marker
102,7,2018,2018-03-19,A human monoclonal antibody prevents malaria infection by targeting a new site of vulnerability on the parasite,Article,https://www.nature.com/articles/nm.4512,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
102,8,2018,2018-03-19,A public antibody lineage that potently inhibits malaria infection through dual binding to the circumsporozoite protein,Article,https://www.nature.com/articles/nm.4513,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,9,2018,2018-03-12,Dentate granule cell recruitment of feedforward inhibition governs engram maintenance and remote memory generalization,Article,https://www.nature.com/articles/nm.4491,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,10,2018,2018-03-12,Microenvironmental control of breast cancer subtype elicited through paracrine platelet-derived growth factor-CC signaling,Article,https://www.nature.com/articles/nm.4494,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
102,11,2018,2018-03-05,SHP2 inhibition restores sensitivity in ALK -rearranged non-small-cell lung cancer resistant to ALK inhibitors,Letter,https://www.nature.com/articles/nm.4497,no,matched_token:therapeutic,excluded,not_article_type;no_publisher_open_access_marker
102,12,2018,2018-03-05,Selective modulation of the androgen receptor AF2 domain rescues degeneration in spinal bulbar muscular atrophy,Article,https://www.nature.com/articles/nm.4500,no,matched_token:therapy,excluded,no_publisher_open_access_marker
102,13,2018,2018-03-05,Bone marrow niche trafficking of miR-126 controls the self-renewal of leukemia stem cells in chronic myelogenous leukemia,Article,https://www.nature.com/articles/nm.4499,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,14,2018,2018-03-05,Nociceptor sensory neurons suppress neutrophil and γδ T cell responses in bacterial lung infections and lethal pneumonia,Article,https://www.nature.com/articles/nm.4501,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,15,2018,2018-03-05,Single-cell developmental classification of B cell precursor acute lymphoblastic leukemia at diagnosis reveals predictors of relapse,Article,https://www.nature.com/articles/nm.4505,no,matched_token:children,excluded,no_publisher_open_access_marker
102,16,2018,2018-02-26,Restorative effects of human neural stem cell grafts on the primate spinal cord,Article,https://www.nature.com/articles/nm.4502,no,matched_token:survival,excluded,no_publisher_open_access_marker
102,17,2018,2018-02-26,Genital inflammation undermines the effectiveness of tenofovir gel in preventing HIV acquisition in women,Article,https://www.nature.com/articles/nm.4506,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,18,2018,2018-02-19,"H3B-8800, an orally available small-molecule splicing modulator, induces lethality in spliceosome-mutant cancers",Letter,https://www.nature.com/articles/nm.4493,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,19,2018,2018-02-12,Transcriptional regulation of macrophage cholesterol efflux and atherogenesis by a long noncoding RNA,Article,https://www.nature.com/articles/nm.4479,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
102,20,2018,2018-02-12,A histone deacetylase 3–dependent pathway delimits peripheral myelin growth and functional regeneration,Article,https://www.nature.com/articles/nm.4483,no,matched_token:screening,excluded,no_publisher_open_access_marker
103,1,2018,2018-02-12,Sorafenib promotes graft-versus-leukemia activity in mice and humans through IL-15 production in FLT3-ITD-mutant leukemia cells,Article,https://www.nature.com/articles/nm.4484,no,matched_token:clinical,excluded,no_publisher_open_access_marker
103,2,2018,2018-02-12,DKK2 imparts tumor immunity evasion through β-catenin-independent suppression of cytotoxic immune-cell activation,Article,https://www.nature.com/articles/nm.4496,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
103,3,2018,2018-02-05,Congenital Zika virus infection as a silent pathology with loss of neurogenic output in the fetal brain,Letter,https://www.nature.com/articles/nm.4485,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
103,4,2018,2018-02-05,Noncanonical hedgehog pathway activation through SRF–MKL1 promotes drug resistance in basal cell carcinomas,Article,https://www.nature.com/articles/nm.4476,no,matched_token:clinical,excluded,no_publisher_open_access_marker
103,5,2018,2018-02-05,A novel chimeric antigen receptor containing a JAK–STAT signaling domain mediates superior antitumor effects,Letter,https://www.nature.com/articles/nm.4478,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
103,6,2018,2018-02-05,RETRACTED ARTICLE: Pericyte degeneration causes white matter dysfunction in the mouse central nervous system,Article,https://www.nature.com/articles/nm.4482,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
103,7,2018,2018-02-05,Haploinsufficiency leads to neurodegeneration in C9ORF72 ALS/FTD human induced motor neurons,Article,https://www.nature.com/articles/nm.4490,no,matched_token:patient,excluded,no_publisher_open_access_marker
103,8,2018,2018-02-05,Brown adipose tissue thermogenic adaptation requires Nrf1-mediated proteasomal activity,Article,https://www.nature.com/articles/nm.4481,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
103,9,2018,2018-01-29,Antagonism of PPAR-γ signaling expands human hematopoietic stem and progenitor cells by enhancing glycolysis,Letter,https://www.nature.com/articles/nm.4477,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
103,10,2018,2018-01-15,Pharmacological blockade of ASCT2-dependent glutamine transport leads to antitumor efficacy in preclinical models,Article,https://www.nature.com/articles/nm.4464,no,matched_token:treatment,excluded,no_publisher_open_access_marker
103,11,2018,2018-01-15,Cooperative targeting of melanoma heterogeneity with an AXL antibody-drug conjugate and BRAF/MEK inhibitors,Article,https://www.nature.com/articles/nm.4472,no,matched_token:treatment,excluded,no_publisher_open_access_marker
